id_dataset;total time
40981;0.16594505310058594
1447;0.18667817115783691
1446;0.12492108345031738
41430;0.10430312156677246
4340;0.12565898895263672
1448;0.07280898094177246
1441;0.055043935775756836
40496;0.0672142505645752
1449;0.0985710620880127
1442;0.11283302307128906
1450;0.06528687477111816
43974;80.88780379295349
45548;168.3221001625061
4534;3.4991531372070312
1451;0.1849358081817627
1452;0.2191920280456543
1453;0.31914401054382324
1443;0.19756174087524414
1444;0.3299381732940674
1100;0.13099122047424316
45558;2.6852612495422363
40922;13.830326080322266
336;0.07490801811218262
40900;1.2810022830963135
41946;0.5799050331115723
4153;0.12579584121704102
1455;0.06906771659851074
46279;0.06584882736206055
458;0.37172818183898926
452;0.10172891616821289
461;0.07553291320800781
1014;0.13626813888549805
984;0.04442024230957031
1025;0.09454488754272461
852;0.04001975059509277
966;0.17242097854614258
450;0.054811954498291016
728;0.320941686630249
748;0.04769492149353027
1059;0.05544710159301758
1061;0.05263113975524902
1064;0.05310201644897461
949;0.17699503898620605
950;0.18140530586242676
947;0.15146613121032715
951;0.19621610641479492
756;0.08769106864929199
1547;0.19942784309387207
1555;0.44626879692077637
1551;0.25902295112609863
1549;0.4174671173095703
1552;0.2546241283416748
1554;0.13034915924072266
1553;0.13589978218078613
463;0.13300299644470215
1121;0.12267637252807617
11;0.1096949577331543
481;0.028017044067382812
1463;0.04266810417175293
1464;0.08369207382202148
778;0.0773627758026123
853;0.08843708038330078
825;0.2791023254394531
15;0.0818030834197998
45717;0.20682001113891602
40663;0.29894590377807617
820;0.10626626014709473
909;0.12781786918640137
908;0.07358789443969727
907;0.07751607894897461
906;0.07806515693664551
900;0.07423090934753418
939;0.07590723037719727
1467;0.11929106712341309
890;0.0515599250793457
897;0.14649224281311035
987;0.151763916015625
41538;0.10638904571533203
40669;0.07266688346862793
796;0.062098026275634766
31;0.26897096633911133
1075;0.07686901092529297
35;0.11848926544189453
37;0.12763714790344238
818;0.05752396583557129
45712;0.1803739070892334
45604;0.2303171157836914
1011;0.0594022274017334
1472;0.2107839584350586
188;0.16033577919006348
1473;0.04784989356994629
285;0.19214582443237305
904;0.5461289882659912
888;0.2901270389556885
837;0.5960178375244141
766;0.28740406036376953
866;0.5782091617584229
920;0.2904081344604492
806;0.6075468063354492
937;0.35866403579711914
797;0.6258339881896973
805;0.3256518840789795
714;0.10274291038513184
1005;0.07757282257080078
1026;0.11029577255249023
329;0.08569598197937012
1512;0.06971478462219238
53;0.09021806716918945
1513;0.047920942306518555
41945;0.09421706199645996
59;0.15631604194641113
61;0.08648490905761719
1056;1.788093090057373
1054;0.0764317512512207
1488;0.06261563301086426
750;0.10649800300598145
722;2.7752492427825928
871;0.5624828338623047
446;0.053331851959228516
952;0.06081795692443848
752;3.2662689685821533
816;1.3041353225708008
721;0.11580014228820801
1495;0.0809471607208252
717;0.09337592124938965
1519;0.11716794967651367
1520;0.21904492378234863
1498;0.11647891998291016
182;1.7767119407653809
466;0.05855107307434082
1499;0.05219578742980957
36;0.41999006271362305
1500;0.0625619888305664
826;0.12467789649963379
747;0.07452082633972168
902;0.10151028633117676
40;0.17408418655395508
737;0.4351038932800293
44;1.3209710121154785
46;3.361920118331909
40982;0.5316290855407715
841;0.15613412857055664
770;0.08181500434875488
41146;1.027055263519287
1004;0.2467949390411377
48;0.10105013847351074
1115;0.09718108177185059
41526;5.126305103302002
40499;2.0979881286621094
4329;0.10482001304626465
40690;0.11661624908447266
40474;0.5861499309539795
50;0.1683671474456787
40705;0.3503458499908447
788;0.13817214965820312
1507;2.7803452014923096
1508;0.06926703453063965
1047;1.1061351299285889
54;0.25237584114074707
44153;0.16329097747802734
719;0.05500388145446777
925;0.07223081588745117
923;0.669248104095459
1016;0.16495919227600098
1497;1.2483210563659668
60;2.565786123275757
1510;0.19442296028137207
1511;0.12517023086547852
40983;0.4671328067779541
847;1.0397517681121826
187;0.053269147872924805
753;0.0786588191986084
40693;0.13863921165466309
181;0.18020892143249512
62;0.05565690994262695
