ids,Datasets,best_node.mean,best_node.sd,elite_nn.mean,elite_nn.sd,linear_discr.mean,linear_discr.sd,naive_bayes.mean,naive_bayes.sd,one_nn.mean,one_nn.sd,random_node.mean,random_node.sd,worst_node.mean,worst_node.sd
766,fri_c1_500_50_766.csv,0.7240,0.027968235951204026,0.7180,0.0635609943282828,0.6180000000000001,0.05202563470700446,0.6319999999999999,0.052662447088350675,0.5660000000000001,0.05738757124441959,0.4780000000000001,0.057696524062450155,0.5140,0.025033311140691475
866,fri_c2_1000_50_866.csv,0.7880,0.04366539438350084,0.7360,0.0414192655120242,0.6980,0.035213633723318,0.7630000000000001,0.049001133773731324,0.5790,0.04408325456829762,0.5750,0.023213980461973517,0.5719999999999998,0.01988857852023504
920,fri_c2_500_50_920.csv,0.7980,0.06425643072011462,0.7660,0.05253570214625479,0.6980,0.06629898608240971,0.7979999999999999,0.05452828012447608,0.5940000000000001,0.09524238085595671,0.5760,0.03502380143083652,0.5899999999999999,0.010540925533894607
806,fri_c3_1000_50_806.csv,0.71,0.023094010767585035,0.7110000000000001,0.04931756504757936,0.6750,0.044284434185288074,0.6790,0.05486346689738081,0.6040,0.04376706016578628,0.5480,0.025733678754158357,0.5380860061347865,0.0559364719024081
937,fri_c3_500_50_937.csv,0.6100000000000001,0.04737556801183965,0.7120,0.06679986693266853,0.6359999999999999,0.05316640543300502,0.6480,0.07315128919650775,0.5500000000000002,0.03559026084010437,0.5240,0.05232377832092956,0.5520000000000002,0.013984117975602032
797,fri_c4_1000_50_797.csv,0.7090,0.034785054261852154,0.7299999999999999,0.04136557881996953,0.6550,0.05873670062235366,0.6849999999999998,0.0485912657903775,0.5449999999999999,0.06041522986797285,0.5600000000000002,1.1702778228589004e-16,0.5500000000000002,0.023570226039551577
805,fri_c4_500_50_805.csv,0.6519999999999999,0.07842901957254796,0.69,0.0767390962214756,0.6440,0.06022181221672649,0.6180000000000001,0.054528280124476074,0.5540,0.06040603354706291,0.5439999999999999,0.02458545188611435,0.5119999999999999,0.039101008796307166
714,fruitfly_714.csv,0.566025641025641,0.12426458367446987,0.5474358974358975,0.16933541614695566,0.6461538461538461,0.10007667452794158,0.5826923076923076,0.07211024039898627,0.5602564102564103,0.0830974087506751,0.6076923076923076,0.026134845899864347,0.6076923076923076,0.026134845899864347
1005,glass_1005.csv,0.7151515151515151,0.08249249400349301,0.574025974025974,0.16301382352453042,0.6545454545454544,0.06031504375945831,0.5941558441558442,0.11395258231165298,0.8268398268398268,0.06966125895989211,0.7151515151515151,0.08249249400349301,0.645021645021645,0.019785438962196353
1026,grub-damage_1026.csv,0.70875,0.14937433816166204,0.5675,0.10198266010927035,0.52125,0.18090191138628106,0.40125,0.09634625217745615,0.5608333333333333,0.18039736660091024,0.6504166666666666,0.11308063467398652,0.6837500000000001,0.02026540718552336
329,hayes-roth_329.csv,0.4375,0.05103103630798288,0.45,0.1661450169781407,0.55625,0.09969571761671166,0.7,0.15252504348102605,0.74375,0.09969571761671166,0.4875,0.07095577652469333,0.3375,0.06038073644245599
49,heart-c_49.csv,,,,,,,,,,,0.7001075268817204,0.08136034924810437,,
51,heart-h_51.csv,,,,,,,,,,,,,,
