Flow ID,Flow Name,Number of Executions
18298,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm.classes.SVC)",228
18305,"sklearn.pipeline.Pipeline(step_0=sklearn.preprocessing._data.Binarizer,step_1=sklearn.svm._classes.SVC)",1
18374,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.svm._classes.SVC)",3
18388,"sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute._base.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,svc=sklearn.svm.classes.SVC)",29
18434,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.preprocessing._data.RobustScaler,step_2=sklearn.svm._classes.SVC)",2
18444,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)",1
18447,"sklearn.pipeline.Pipeline(step_0=sklearn.feature_selection._univariate_selection.SelectKBest,step_1=sklearn.svm._classes.SVC)",1
18451,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.svm._classes.SVC)",3
18456,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_2=sklearn.svm._classes.SVC)",3
18457,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=automl.components.feature_preprocessing.multi_column_label_encoder.MultiColumnLabelEncoderComponent,step_2=sklearn.svm._classes.SVC)",3
18459,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._fastica.FastICA,step_2=sklearn.svm._classes.SVC)",12
18465,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._discretization.KBinsDiscretizer,step_2=sklearn.svm._classes.SVC)",7
18471,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.Normalizer,step_2=sklearn.svm._classes.SVC)",8
18490,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._factor_analysis.FactorAnalysis,step_2=sklearn.svm._classes.SVC)",9
18495,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._pca.PCA,step_2=sklearn.svm._classes.SVC)",2
18496,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._univariate_selection.SelectKBest,step_2=sklearn.svm._classes.SVC)",5
18521,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.feature_selection._variance_threshold.VarianceThreshold,step_2=sklearn.svm._classes.SVC)",4
18529,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.StandardScaler,step_2=sklearn.svm._classes.SVC)",3
18532,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.impute._knn.KNNImputer,step_2=sklearn.svm._classes.SVC)",20
18533,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.RobustScaler,step_2=sklearn.svm._classes.SVC)",24
18534,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.QuantileTransformer,step_2=sklearn.svm._classes.SVC)",4
18535,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.MaxAbsScaler,step_2=sklearn.svm._classes.SVC)",4
18536,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.MinMaxScaler,step_2=sklearn.svm._classes.SVC)",4
18550,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.preprocessing._data.PolynomialFeatures,step_2=sklearn.svm._classes.SVC)",1
18552,"sklearn.pipeline.Pipeline(step_0=sklearn.impute._base.MissingIndicator,step_1=sklearn.decomposition._kernel_pca.KernelPCA,step_2=sklearn.svm._classes.SVC)",2
18568,"sklearn.pipeline.Pipeline(step_0=automl.components.feature_preprocessing.one_hot_encoding.OneHotEncoderComponent,step_1=sklearn.impute._base.MissingIndicator,step_2=sklearn.svm._classes.SVC)",1
18709,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler),cat=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),svc=sklearn.svm._classes.SVC)",0
18715,sklearn.svm._classes.SVC,0
18716,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",0
18720,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.preprocessing._data.StandardScaler,cat=sklearn.preprocessing._encoders.OneHotEncoder),svc=sklearn.svm._classes.SVC)",0
18724,sklearn.svm._classes.SVC,0
18730,sklearn.svm._classes.SVC,0
18735,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",2
18737,sklearn.svm.classes.SVC,0
18738,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",3
18740,sklearn.svm.classes.SVC,0
18791,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.compose._column_transformer.ColumnTransformer(enc=sklearn.preprocessing._encoders.OneHotEncoder),scaling=sklearn.preprocessing._data.StandardScaler,variencethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,classifier=sklearn.svm._classes.SVC)",1
18797,sklearn.svm._classes.SVC,0
18804,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,scaling=sklearn.preprocessing.data.StandardScaler,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)",0
18809,sklearn.svm.classes.SVC,0
18862,sklearn.svm.classes.SVC,39
18899,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,svc=sklearn.svm.classes.SVC)",16
18900,sklearn.svm.classes.SVC,0
18968,"sklearn.pipeline.Pipeline(columntransformer=sklearn.compose._column_transformer.ColumnTransformer(numeric=sklearn.pipeline.Pipeline(imputer=sklearn.preprocessing.imputation.Imputer,standardscaler=sklearn.preprocessing.data.StandardScaler),nominal=sklearn.pipeline.Pipeline(simpleimputer=sklearn.impute.SimpleImputer,onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder)),variancethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,svc=sklearn.svm.classes.SVC)",8
18969,sklearn.svm.classes.SVC,0
18984,"sklearn.pipeline.Pipeline(imputer=sklearn.impute.SimpleImputer,estimator=sklearn.svm.classes.SVC)",2
18986,sklearn.svm.classes.SVC,0
19000,sklearn.svm._classes.SVC,1
19007,"sklearn.pipeline.Pipeline(StandardScaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",4
19008,"sklearn.pipeline.Pipeline(MinMaxScaler=sklearn.preprocessing._data.MinMaxScaler,svc=sklearn.svm._classes.SVC)",2
19015,"sklearn.pipeline.Pipeline(ColumnTansformer=sklearn.compose._column_transformer.ColumnTransformer(OneHotEncoder=sklearn.preprocessing._encoders.OneHotEncoder),MaxAbsScaler=sklearn.preprocessing._data.MaxAbsScaler,svc=sklearn.svm._classes.SVC)",1
19047,"sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,svc=sklearn.svm._classes.SVC)",3
19049,sklearn.svm._classes.SVC,0
19165,"sklearn.pipeline.Pipeline(numerical=sklearn.pipeline.Pipeline(Imputer=sklearn.impute._base.SimpleImputer,scaler=sklearn.preprocessing._data.StandardScaler),model=sklearn.svm._classes.SVC)",304
19166,sklearn.svm._classes.SVC,4
19197,sklearn.svm._classes.SVC,3
19321,"sklearn.pipeline.Pipeline(Preprocessing=sklearn.compose._column_transformer.ColumnTransformer(categorical=sklearn.preprocessing._encoders.OneHotEncoder,continuous=sklearn.impute._base.SimpleImputer),reduce_dim=sklearn.feature_selection._from_model.SelectFromModel(estimator=sklearn.ensemble._forest.RandomForestClassifier),clf=sklearn.svm._classes.SVC)",0
19322,sklearn.svm._classes.SVC,0
19364,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.svm._classes.SVC)",16
19365,sklearn.svm._classes.SVC,0
19430,"sklearn.pipeline.Pipeline(imputer=sklearn.impute._base.SimpleImputer,estimator=sklearn.svm._classes.SVC)",1
19431,sklearn.svm._classes.SVC,0
19470,"sklearn.pipeline.Pipeline(Preprocessing=sklearn.compose._column_transformer.ColumnTransformer(categorical=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,simpleimputer=sklearn.impute._base.SimpleImputer),numeric=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing._data.StandardScaler,knnimputer=sklearn.impute._knn.KNNImputer)),Classifier=sklearn.svm._classes.SVC)",1
19492,"sklearn.pipeline.Pipeline(Preprocessing=sklearn.compose._column_transformer.ColumnTransformer(categorical=sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing._encoders.OneHotEncoder,simpleimputer=sklearn.impute._base.SimpleImputer),numeric=sklearn.pipeline.Pipeline(variancethreshold=sklearn.feature_selection._variance_threshold.VarianceThreshold,standardscaler=sklearn.preprocessing._data.StandardScaler,knnimputer=sklearn.impute._knn.KNNImputer)),BayesinClassifier=sklearn.svm._classes.SVC)",1
19493,sklearn.svm._classes.SVC,0
25111,"sklearn.pipeline.Pipeline(scaler=sklearn.preprocessing._data.StandardScaler,classifier=sklearn.svm._classes.SVC)",1
25112,sklearn.svm._classes.SVC,10
25116,"sklearn.pipeline.Pipeline(preprocessing=sklearn.compose._column_transformer.ColumnTransformer(num=sklearn.preprocessing._data.StandardScaler),classifier=sklearn.svm._classes.SVC)",1
25118,sklearn.pipeline.Pipeline(classifier=sklearn.svm._classes.SVC),1
