,Flow Name
835,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,featureunion=sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures),votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),Dummy=sklearn.pipeline.Pipeline(dummyclassifier=sklearn.dummy.DummyClassifier)))"
838,"sklearn.pipeline.Pipeline(onehotencoder=sklearn.preprocessing.data.OneHotEncoder,featureunion=sklearn.pipeline.FeatureUnion(functiontransformer=sklearn.preprocessing._function_transformer.FunctionTransformer,polynomialfeatures=sklearn.preprocessing.data.PolynomialFeatures),votingclassifier=sklearn.ensemble.voting_classifier.VotingClassifier(DecisionTreeClassifier=sklearn.pipeline.Pipeline(standardscaler=sklearn.preprocessing.data.StandardScaler,decisiontreeclassifier=sklearn.tree.tree.DecisionTreeClassifier),ExtraTreeClassifier=sklearn.pipeline.Pipeline(robustscaler=sklearn.preprocessing.data.RobustScaler,extratreeclassifier=sklearn.tree.tree.ExtraTreeClassifier),KNN=sklearn.pipeline.Pipeline(minmaxscaler=sklearn.preprocessing.data.MinMaxScaler,kneighborsclassifier=sklearn.neighbors.classification.KNeighborsClassifier),RFC=sklearn.pipeline.Pipeline(randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)))"
871,"sklearn.pipeline.Pipeline(dualimputer=extra.dual_imputer.DualImputer,pca=sklearn.decomposition.pca.PCA,randomforestclassifier=sklearn.ensemble.forest.RandomForestClassifier)"
888,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
890,sklearn.feature_selection.variance_threshold.VarianceThreshold
891,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
892,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
893,sklearn.feature_selection.variance_threshold.VarianceThreshold
894,"sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
895,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.linear_model.stochastic_gradient.SGDClassifier)"
896,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
897,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
907,"openmlpimp.sklearn.beam_search.BeamSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
909,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
910,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
911,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
913,sklearn.feature_selection.variance_threshold.VarianceThreshold
914,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC)"
916,sklearn.feature_selection.variance_threshold.VarianceThreshold
917,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier))"
918,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.forest.RandomForestClassifier)"
919,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
920,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
921,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
922,"sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
923,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC))"
924,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputation=openmlstudy14.preprocessing.ConditionalImputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.svm.classes.SVC))"
963,"sklearn.pipeline.Pipeline(feature_selection=sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.ExtraTreesClassifier),classification=sklearn.ensemble.voting_classifier.VotingClassifier(rf1=sklearn.linear_model.logistic.LogisticRegression,rf2=sklearn.ensemble.forest.RandomForestClassifier,rf3=sklearn.naive_bayes.GaussianNB))"
964,sklearn.feature_selection.from_model.SelectFromModel(estimator=sklearn.ensemble.forest.ExtraTreesClassifier)
976,"sklearn.pipeline.Pipeline(imputer=Preprocessing.preprocessingOpenML14.ConditionalImputer,one_hot_encoder=sklearn.preprocessing.data.OneHotEncoder,standardization=sklearn.preprocessing.data.StandardScaler,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,estimator=sklearn.svm.classes.SVC)"
979,sklearn.feature_selection.variance_threshold.VarianceThreshold
980,"sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(imputer=Preprocessing.preprocessingOpenML14.ConditionalImputer,one_hot_encoder=sklearn.preprocessing.data.OneHotEncoder,standardization=sklearn.preprocessing.data.StandardScaler,variance-thresholding=sklearn.feature_selection.variance_threshold.VarianceThreshold,estimator=sklearn.svm.classes.SVC))"
994,"sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.naive_bayes.GaussianNB)"
995,sklearn.feature_selection.variance_threshold.VarianceThreshold
997,"TEST58a7f286bdsklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.tree.tree.DecisionTreeClassifier))"
998,TEST58a7f286bdsklearn.feature_selection.variance_threshold.VarianceThreshold
999,"TEST2ec2b4277esklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1000,TEST2ec2b4277esklearn.feature_selection.variance_threshold.VarianceThreshold
1002,"TEST1e77b41a47sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
1004,TEST1e77b41a47sklearn.feature_selection.variance_threshold.VarianceThreshold
1005,"TEST7991fa9b6dsklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
1007,TEST7991fa9b6dsklearn.feature_selection.variance_threshold.VarianceThreshold
1008,"TEST3f5f9735dasklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
1009,"TEST3f5f9735dasklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1011,"TEST3f5f9735dasklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile)"
1012,TEST3f5f9735dasklearn.decomposition.truncated_svd.TruncatedSVD
1013,TEST3f5f9735dasklearn.feature_selection.univariate_selection.SelectPercentile
1014,"TEST5467e7f51dsklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
1015,"TEST5467e7f51dsklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1017,"TEST5467e7f51dsklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile)"
1018,TEST5467e7f51dsklearn.decomposition.truncated_svd.TruncatedSVD
1019,TEST5467e7f51dsklearn.feature_selection.univariate_selection.SelectPercentile
1020,"TESTdbaf5cd778sklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
1022,TESTdbaf5cd778sklearn.feature_selection.variance_threshold.VarianceThreshold
1023,"TESTb670d2faccsklearn.pipeline.Pipeline(imputation=sklearn.preprocessing.imputation.Imputer,hotencoding=sklearn.preprocessing.data.OneHotEncoder,variencethreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,classifier=sklearn.tree.tree.DecisionTreeClassifier)"
1025,TESTb670d2faccsklearn.feature_selection.variance_threshold.VarianceThreshold
1028,"TEST4bd46297f3sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1029,TEST4bd46297f3sklearn.feature_selection.variance_threshold.VarianceThreshold
1030,"TEST91d25028dasklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
1031,"TEST91d25028dasklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1033,"TEST91d25028dasklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile)"
1034,TEST91d25028dasklearn.decomposition.truncated_svd.TruncatedSVD
1035,TEST91d25028dasklearn.feature_selection.univariate_selection.SelectPercentile
1036,"TESTc0b6feaae6sklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1037,TESTc0b6feaae6sklearn.feature_selection.variance_threshold.VarianceThreshold
1038,"TEST57dbb999absklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier)))"
1039,"TEST57dbb999absklearn.pipeline.Pipeline(ohe=sklearn.preprocessing.data.OneHotEncoder,scaler=sklearn.preprocessing.data.StandardScaler,fu=sklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile),boosting=sklearn.ensemble.weight_boosting.AdaBoostClassifier(base_estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1041,"TEST57dbb999absklearn.pipeline.FeatureUnion(pca=sklearn.decomposition.truncated_svd.TruncatedSVD,fs=sklearn.feature_selection.univariate_selection.SelectPercentile)"
1042,TEST57dbb999absklearn.decomposition.truncated_svd.TruncatedSVD
1043,TEST57dbb999absklearn.feature_selection.univariate_selection.SelectPercentile
1044,"TESTe96aaf7f5csklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.tree.tree.DecisionTreeClassifier))"
1045,TESTe96aaf7f5csklearn.feature_selection.variance_threshold.VarianceThreshold
1046,"TESTd8347ef9afsklearn.pipeline.Pipeline(Imputer=sklearn.preprocessing.imputation.Imputer,VarianceThreshold=sklearn.feature_selection.variance_threshold.VarianceThreshold,Estimator=sklearn.model_selection._search.RandomizedSearchCV(estimator=sklearn.tree.tree.DecisionTreeClassifier))"
