id_dataset;total time
40981;0.24791502952575684
1447;0.2757568359375
1446;0.27990102767944336
41430;0.4083390235900879
4340;0.04802274703979492
1448;0.2771637439727783
1441;0.2680392265319824
40496;0.0738840103149414
1449;0.2723977565765381
1442;0.26992297172546387
1450;0.28872084617614746
43974;3.28643798828125
45548;2.2634429931640625
4534;1.0198242664337158
1451;0.29311370849609375
1452;0.29016804695129395
1453;0.30800700187683105
1443;0.2905690670013428
1444;0.3447721004486084
1100;0.17502212524414062
45558;0.3338167667388916
40922;0.6276950836181641
336;0.2375490665435791
40900;0.45206189155578613
41946;0.2797989845275879
4153;0.35347414016723633
1455;0.060037851333618164
46279;0.20542001724243164
458;0.41024088859558105
452;0.09002423286437988
461;0.05891299247741699
1014;0.04051923751831055
984;0.03636813163757324
1025;0.04994821548461914
852;0.11875414848327637
966;0.2857530117034912
450;0.034941911697387695
728;0.08814215660095215
748;0.12717986106872559
1059;0.27148914337158203
1061;0.2382950782775879
1064;0.2367839813232422
949;0.0438687801361084
950;0.042508840560913086
947;0.043065786361694336
951;0.04267406463623047
756;0.20862889289855957
1547;0.2134990692138672
1555;0.3577132225036621
1551;0.31452012062072754
1549;0.3535189628601074
1552;0.23408889770507812
1554;0.21400022506713867
1553;0.24193286895751953
463;0.25732994079589844
1121;0.14666986465454102
11;0.03343987464904785
481;0.09919571876525879
1463;0.044953107833862305
1464;0.034356117248535156
778;0.21407389640808105
853;0.2178359031677246
825;0.2654380798339844
15;0.12285518646240234
45717;0.23554086685180664
40663;0.27817821502685547
820;0.2051091194152832
909;0.0860280990600586
908;0.08488702774047852
907;0.10622501373291016
906;0.08394098281860352
900;0.06509590148925781
939;0.09341907501220703
1467;0.2519690990447998
890;0.07862210273742676
897;0.25968074798583984
987;0.2611870765686035
41538;0.06562423706054688
40669;0.06013202667236328
796;0.08347392082214355
31;0.26740288734436035
1075;0.09707117080688477
35;0.28939175605773926
37;0.1377410888671875
818;0.10326457023620605
45712;0.24509406089782715
45604;0.07429695129394531
1011;0.07935595512390137
1472;0.1428661346435547
188;0.24439120292663574
1473;0.1145181655883789
285;0.25733089447021484
904;0.3554239273071289
888;0.34833502769470215
837;0.3811178207397461
766;0.32241106033325195
866;0.35683369636535645
920;0.3616929054260254
806;0.35703396797180176
937;0.36228203773498535
797;0.35573315620422363
805;0.32281494140625
714;0.035490989685058594
1005;0.11881208419799805
1026;0.12625718116760254
329;0.03217196464538574
1512;0.19432806968688965
53;0.19895505905151367
1513;0.18918108940124512
41945;0.16350698471069336
59;0.2698040008544922
61;0.03321123123168945
1056;0.41825199127197266
1054;0.2711758613586426
1488;0.22691917419433594
750;0.10793495178222656
722;0.5528628826141357
871;0.07631516456604004
446;0.08326196670532227
952;0.12165188789367676
752;0.6067378520965576
816;0.24484705924987793
721;0.1397240161895752
1495;0.06371903419494629
717;0.1613168716430664
1519;0.41760730743408203
1520;0.41240978240966797
1498;0.15262413024902344
182;0.5577011108398438
466;0.2037949562072754
1499;0.07934331893920898
36;0.29702091217041016
1500;0.08007502555847168
826;0.18486309051513672
747;0.05667519569396973
902;0.06149411201477051
40;0.32573604583740234
737;0.09021210670471191
44;0.3930180072784424
46;0.7416267395019531
40982;0.31365489959716797
841;0.14104485511779785
770;0.09244894981384277
41146;0.42815732955932617
1004;0.36596202850341797
48;0.048194169998168945
1115;0.06669473648071289
41526;0.7428197860717773
40499;0.5232551097869873
4329;0.24791669845581055
40690;0.12655401229858398
40474;0.3651859760284424
50;0.14030003547668457
40705;0.3372929096221924
788;0.31424808502197266
1507;0.5023770332336426
1508;0.05247211456298828
1047;0.2681558132171631
54;0.2779829502105713
44153;0.2480170726776123
719;0.08047175407409668
925;0.03473782539367676
923;0.08597517013549805
1016;0.2623121738433838
1497;0.4247570037841797
60;0.5525188446044922
1510;0.28168487548828125
1511;0.10902881622314453
40983;0.08228421211242676
847;0.41534900665283203
187;0.20485401153564453
753;0.2552981376647949
40693;0.13525009155273438
181;0.31784796714782715
62;0.24774503707885742
