id_dataset;total time
41146;73.0620322227478
1004;0.39183735847473145
48;1.4442973136901855
1115;0.14345216751098633
41526;1207.912068605423
40499;60.49320697784424
4329;1.496009111404419
40690;1.8155710697174072
40474;11.787484169006348
50;2.7081282138824463
40705;2.5787532329559326
788;0.13802313804626465
1507;153.24564003944397
1508;0.9695069789886475
1047;1.6824250221252441
54;2.36499285697937
44153;2.516096353530884
719;0.1047830581665039
925;0.14395499229431152
923;254.96820306777954
1016;1.520355463027954
